,emp_title,experience_years,state,homeownership,annual_income,verified_income,debt_to_income,delinq_2y,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,total_collection_amount_ever,num_open_cc_accounts,num_cc_carrying_balance,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,has_delinquency,has_balance,has_tax_lien
1009,executive assistant,1.0,TN,MORTGAGE,54000.0,Not Verified,27.04,1,2005,1,34,14,278019,79755,0,0,9,3,0,0,other,individual,4000,36,6.72,123.0,A,A3,Feb-2018,Current,whole,Cash,3594.21,Has Delinquencies,True,0
1010,manager,6.0,CA,MORTGAGE,11000.0,Verified,42.25,0,2004,2,19,9,606000,17119,0,0,7,4,0,0,credit_card,joint,16000,36,7.97,501.17,A,A5,Jan-2018,Current,whole,Cash,13999.08,No Delinquencies,True,0
1011,invoice,10.0,CO,MORTGAGE,50000.0,Not Verified,37.88,1,2005,1,37,10,298040,80655,0,840,4,4,0,0,credit_card,joint,16000,60,21.45,436.92,D,D5,Feb-2018,Current,whole,Cash,15379.94,Has Delinquencies,True,0
1012,professor of english,10.0,CO,MORTGAGE,90000.0,Not Verified,8.99,2,1979,3,30,14,350016,36926,0,0,10,4,0,0,debt_consolidation,joint,12000,36,6.71,368.94,A,A3,Mar-2018,Current,whole,Cash,11089.41,Has Delinquencies,True,0
1013,caretaker,4.0,ME,OWN,71000.0,Not Verified,19.74,0,1992,1,22,15,343590,41527,0,0,12,8,0,0,credit_card,individual,12000,36,5.32,361.38,A,A1,Jan-2018,Fully Paid,whole,Cash,0.0,No Delinquencies,True,0
1014,commercial loader,3.0,NY,RENT,31000.0,Not Verified,1.94,0,2006,3,16,5,30800,146,0,0,5,2,0,0,other,individual,6000,36,6.71,184.47,A,A3,Feb-2018,Current,fractional,Cash,5391.24,No Delinquencies,True,0
1015,correction officer,2.0,NY,RENT,58000.0,Verified,25.32,0,2013,3,11,10,61666,25974,0,115,6,5,0,0,home_improvement,joint,9600,36,15.05,333.03,C,C4,Jan-2018,Late (31-120 days),whole,Cash,9172.07,No Delinquencies,True,0
1016,captain,0.0,FL,RENT,138000.0,Source Verified,9.42,0,2005,4,8,5,41586,27005,0,0,2,2,0,0,debt_consolidation,individual,26500,60,17.09,659.88,D,D1,Jan-2018,Current,whole,Cash,25046.81,No Delinquencies,True,0
1017,project specialist,10.0,FL,RENT,80000.0,Source Verified,17.7,0,2000,0,19,10,60829,27835,0,0,8,8,0,1,credit_card,individual,4000,36,10.41,129.85,B,B3,Mar-2018,Current,whole,Cash,3712.07,No Delinquencies,True,0
1018,realtor,2.0,FL,RENT,28000.0,Not Verified,25.77,0,2008,0,21,16,119917,24143,0,0,15,5,0,0,other,joint,5000,36,9.43,160.01,B,B1,Mar-2018,Current,whole,Cash,4635.28,No Delinquencies,True,0
1019,nail tech,4.0,TX,MORTGAGE,47000.0,Not Verified,21.86,2,2007,4,17,7,220707,10932,0,0,5,3,0,0,credit_card,joint,20000,36,11.98,664.1,B,B5,Mar-2018,Current,whole,Cash,18592.74,Has Delinquencies,True,0
1021,process sample lab tech,10.0,AL,MORTGAGE,50000.0,Source Verified,10.54,0,2001,0,17,4,198113,24497,0,0,2,1,0,0,other,individual,6000,36,7.97,187.94,A,A5,Jan-2018,Current,whole,Cash,5249.65,No Delinquencies,True,0
1022,director,0.0,IL,MORTGAGE,85000.0,Not Verified,21.14,1,1993,5,37,21,376381,76573,0,0,15,8,0,0,credit_card,individual,15000,36,11.98,498.08,B,B5,Mar-2018,Current,whole,Cash,13944.54,Has Delinquencies,True,0
1024,truck driver,10.0,PA,MORTGAGE,63215.0,Source Verified,33.04,0,1998,5,25,16,307750,80109,0,0,10,8,0,0,debt_consolidation,joint,40000,60,11.98,889.38,B,B5,Mar-2018,Current,whole,Cash,39015.01,No Delinquencies,True,0
1025,service technician,7.0,NJ,MORTGAGE,75000.0,Not Verified,15.22,0,2000,1,17,11,171975,46296,0,0,6,3,0,0,debt_consolidation,individual,1000,36,7.97,31.33,A,A5,Jan-2018,Current,whole,Cash,874.91,No Delinquencies,True,0
1026,insurance consultant agent,10.0,MS,MORTGAGE,113000.0,Not Verified,14.9,0,1986,0,47,13,307050,48873,0,0,9,5,0,0,debt_consolidation,individual,10000,36,5.32,301.15,A,A1,Feb-2018,Current,fractional,Cash,8965.88,No Delinquencies,True,0
1027,tech support,8.0,FL,RENT,25000.0,Source Verified,28.28,0,2007,3,27,8,81019,86633,0,0,6,6,0,0,debt_consolidation,individual,4600,36,24.84,182.51,E,E3,Mar-2018,Current,fractional,Cash,4332.67,No Delinquencies,True,0
1029,sr training specialist,1.0,NC,MORTGAGE,118000.0,Not Verified,10.59,1,1996,0,38,16,397102,41066,0,0,12,8,0,0,credit_card,individual,20000,60,9.93,424.26,B,B2,Jan-2018,Current,whole,Cash,18952.04,Has Delinquencies,True,0
1030,budget analyst,3.0,MD,MORTGAGE,112000.0,Source Verified,6.98,0,2008,0,15,9,321788,39258,0,0,7,3,0,0,credit_card,individual,8000,36,6.08,243.67,A,A2,Feb-2018,Current,whole,Cash,6671.39,No Delinquencies,True,0
1031,licensed mental health counselor ,4.0,MA,RENT,50000.0,Not Verified,35.55,0,2007,0,35,17,189708,175696,0,0,7,6,0,0,credit_card,individual,10000,36,11.99,332.1,B,B5,Feb-2018,Current,whole,DirectPay,9057.25,No Delinquencies,True,0
1032,department manager,10.0,WV,OWN,35000.0,Source Verified,12.0,0,1990,0,21,11,43100,18572,0,0,11,6,3,0,debt_consolidation,individual,14000,60,12.62,315.83,C,C1,Mar-2018,Current,whole,Cash,13488.87,No Delinquencies,True,1
1033,technical support representative,2.0,FL,RENT,37024.0,Source Verified,8.27,0,2008,1,13,8,29300,18416,0,2531,4,2,0,0,other,individual,5000,36,6.72,153.75,A,A3,Jan-2018,Current,whole,Cash,4364.17,No Delinquencies,True,0
1034,assembler,5.0,NY,RENT,50000.0,Not Verified,16.06,0,2006,2,21,9,64556,36161,0,0,5,1,0,0,credit_card,individual,2000,36,7.97,62.65,A,A5,Feb-2018,Current,whole,Cash,1800.56,No Delinquencies,True,0
1035,kitchen manager,9.0,CO,MORTGAGE,22000.0,Source Verified,23.18,0,2002,3,20,10,166179,24888,0,0,7,2,0,0,debt_consolidation,joint,12800,36,7.34,397.22,A,A4,Mar-2018,Current,fractional,Cash,11837.36,No Delinquencies,True,0
1036,deputy manager,10.0,NJ,MORTGAGE,86850.0,Source Verified,12.42,0,1988,1,36,19,314600,90971,0,0,11,8,0,0,debt_consolidation,individual,25000,60,12.62,563.98,C,C1,Mar-2018,Current,whole,Cash,24087.27,No Delinquencies,True,0
1039,cdl driver,2.0,NY,MORTGAGE,60000.0,Verified,14.28,1,2005,4,29,15,46856,22970,0,0,14,8,0,1,other,individual,15600,36,10.41,506.38,B,B3,Mar-2018,Current,whole,Cash,14477.17,Has Delinquencies,True,0
1040,shipping and receiving ,10.0,IN,MORTGAGE,53000.0,Verified,41.21,0,1998,1,33,14,151120,87162,0,0,10,4,0,0,credit_card,joint,17000,60,10.9,368.78,B,B4,Mar-2018,Current,whole,Cash,16569.32,No Delinquencies,True,0
1041,assistant bakery manager,10.0,VA,RENT,31000.0,Source Verified,36.51,0,1998,0,22,15,68165,41845,0,0,12,10,0,1,debt_consolidation,individual,9800,36,14.08,335.33,C,C3,Jan-2018,Current,fractional,Cash,8672.12,No Delinquencies,True,0
1042,manager,6.0,CA,RENT,55000.0,Source Verified,21.89,0,1972,2,35,15,69758,42779,0,0,13,8,0,1,debt_consolidation,individual,20000,60,21.45,546.15,D,D5,Feb-2018,Current,whole,Cash,19224.93,No Delinquencies,True,0
1043,superintendent ,7.0,OK,MORTGAGE,117000.0,Source Verified,15.56,0,1997,2,19,7,217306,50108,0,0,4,4,1,0,credit_card,individual,27000,60,12.62,609.1,C,C1,Feb-2018,Current,whole,DirectPay,25678.74,No Delinquencies,True,1
1044,cable technician,4.0,OH,RENT,95000.0,Source Verified,15.44,1,2009,2,19,6,53805,48497,0,0,4,4,0,0,debt_consolidation,individual,10000,36,13.58,339.74,C,C2,Mar-2018,Current,whole,Cash,9312.56,Has Delinquencies,True,0
1045,optics r&d lab manager ,6.0,CA,RENT,100600.0,Not Verified,13.75,2,2004,3,37,18,143842,100383,0,0,13,7,0,0,credit_card,individual,10000,36,7.96,313.18,A,A5,Feb-2018,Current,whole,Cash,9002.75,Has Delinquencies,True,0
1046,certified nursing assistant,3.0,PA,RENT,30000.0,Verified,3.32,0,2014,1,7,5,8100,3223,0,0,5,2,0,0,major_purchase,individual,15000,60,20.0,397.41,D,D4,Feb-2018,Current,whole,Cash,14395.45,No Delinquencies,True,0
1048,contractor,1.0,WV,RENT,48000.0,Not Verified,27.07,0,1990,0,28,17,159515,26967,0,0,15,9,0,0,debt_consolidation,individual,3500,36,6.08,106.61,A,A2,Feb-2018,Current,whole,Cash,3141.78,No Delinquencies,True,0
1049,"avp, business development",10.0,NC,MORTGAGE,160000.0,Verified,35.02,0,2003,0,15,8,766062,171594,0,0,2,2,0,0,debt_consolidation,individual,35000,60,20.0,927.29,D,D4,Jan-2018,Current,whole,Cash,33221.93,No Delinquencies,True,0
1051,ramp service employee,5.0,NV,MORTGAGE,45000.0,Source Verified,20.32,0,2004,2,17,11,52907,26868,0,0,7,5,0,0,debt_consolidation,individual,5000,36,13.59,169.9,C,C2,Feb-2018,Current,whole,Cash,4539.14,No Delinquencies,True,0
1052,field service/customer service tech,7.0,PA,MORTGAGE,55000.0,Source Verified,17.0,0,2000,0,22,9,163910,19635,0,0,7,6,0,0,debt_consolidation,individual,24000,60,10.42,514.91,B,B3,Feb-2018,Current,whole,Cash,23072.45,No Delinquencies,True,0
1053,forms and records analyst,5.0,WA,RENT,48000.0,Verified,35.08,1,2003,1,34,8,91396,86964,0,0,2,2,0,0,moving,individual,8000,36,16.02,281.34,C,C5,Jan-2018,Current,whole,Cash,7103.69,Has Delinquencies,True,0
1054,registered nurse,5.0,OH,RENT,75000.0,Source Verified,21.36,0,2007,0,15,6,66306,34417,0,263,4,4,0,0,debt_consolidation,individual,26000,36,11.99,863.45,B,B5,Jan-2018,Current,whole,Cash,22920.74,No Delinquencies,True,0
1055,research & development ,10.0,TN,MORTGAGE,50000.0,Verified,13.35,0,2007,0,19,6,140873,26370,0,0,4,1,0,0,debt_consolidation,joint,25000,36,7.34,775.82,A,A4,Mar-2018,Current,fractional,Cash,23119.84,No Delinquencies,True,0
1057,superintendent ,5.0,GA,OWN,160000.0,Not Verified,11.37,0,2009,0,21,11,231700,70345,0,431,8,2,0,0,house,individual,10000,36,11.98,332.05,B,B5,Feb-2018,Current,whole,Cash,9057.13,No Delinquencies,True,0
1058,regional vice president,2.0,TX,RENT,300000.0,Not Verified,9.68,0,1996,2,24,10,144506,89186,0,0,9,6,0,0,debt_consolidation,individual,16000,36,6.72,491.99,A,A3,Feb-2018,Current,whole,Cash,14376.87,No Delinquencies,True,0
1059,registered dietitian,2.0,TX,RENT,66800.0,Source Verified,14.48,0,2008,0,21,3,97530,88235,0,785,1,1,0,0,major_purchase,individual,40000,36,7.96,1252.72,A,A5,Mar-2018,Current,whole,Cash,37018.15,No Delinquencies,True,0
1060,office manager,8.0,VA,RENT,85000.0,Not Verified,18.24,0,2005,2,16,13,75352,40273,0,0,11,9,0,0,debt_consolidation,individual,8800,36,17.47,315.81,D,D1,Mar-2018,Current,whole,Cash,8228.67,No Delinquencies,True,0
1061,manager,6.0,CA,RENT,13164.0,Verified,4.56,0,2000,1,6,5,17600,157,0,0,5,2,0,0,debt_consolidation,individual,6500,36,7.97,203.6,A,A5,Jan-2018,Current,whole,Cash,5687.13,No Delinquencies,True,0
1062,registered nurse,1.0,MA,RENT,56368.0,Source Verified,22.08,1,1991,1,31,16,70301,27131,0,0,12,6,0,0,debt_consolidation,individual,15000,60,19.03,389.36,D,D3,Jan-2018,Current,whole,Cash,14218.17,Has Delinquencies,True,0
1063,administrator,10.0,MN,OWN,120000.0,Source Verified,19.93,0,1999,0,11,6,326039,62977,0,0,4,4,0,0,debt_consolidation,individual,40000,36,7.96,1252.72,A,A5,Mar-2018,Current,whole,Cash,37018.15,No Delinquencies,True,0
1064,case manager,3.0,NY,RENT,70000.0,Source Verified,5.55,0,1995,0,13,9,22100,17171,0,0,6,4,0,1,debt_consolidation,joint,35000,36,18.06,1266.39,D,D2,Feb-2018,Current,fractional,Cash,31973.98,No Delinquencies,True,0
1065,ophthalmic technician,3.0,RI,MORTGAGE,50000.0,Source Verified,25.81,4,1998,0,18,8,318707,11960,0,0,6,4,0,0,debt_consolidation,joint,7000,36,17.09,249.89,D,D1,Jan-2018,Current,whole,Cash,6227.3,Has Delinquencies,True,0
1067,school counselor,10.0,CA,RENT,62000.0,Not Verified,29.11,0,2007,0,17,7,88918,69325,0,0,4,3,0,0,vacation,individual,3500,36,12.61,117.28,C,C1,Mar-2018,Current,whole,Cash,3255.95,No Delinquencies,True,0
1068,manager,6.0,FL,RENT,45000.0,Source Verified,24.67,0,2012,2,11,6,61791,45502,0,0,5,3,0,0,debt_consolidation,individual,10000,36,10.42,324.65,B,B3,Jan-2018,Current,fractional,Cash,8790.09,No Delinquencies,True,0
1070,client advisor,10.0,IL,MORTGAGE,150000.0,Not Verified,16.54,0,2002,1,19,10,499711,89584,0,0,3,3,0,0,credit_card,individual,13000,36,9.92,418.99,B,B2,Mar-2018,Current,fractional,Cash,12374.37,No Delinquencies,True,0
1071,supervisor ,10.0,KS,MORTGAGE,61000.0,Source Verified,24.97,0,2005,0,16,8,213722,40594,0,0,5,3,0,0,debt_consolidation,individual,10000,36,10.41,324.61,B,B3,Mar-2018,Current,whole,Cash,9522.22,No Delinquencies,True,0
1072,teacher ,1.0,FL,RENT,38500.0,Not Verified,6.42,2,1998,0,24,10,15800,6073,0,59,10,6,0,0,credit_card,individual,6050,36,15.05,209.88,C,C4,Feb-2018,Current,fractional,Cash,5503.82,Has Delinquencies,True,0
1073,registration coordinator,10.0,NY,RENT,40390.0,Source Verified,14.98,0,2004,0,30,15,41242,14817,0,609,13,9,0,0,debt_consolidation,individual,9600,36,10.41,311.62,B,B3,Feb-2018,Current,whole,Cash,8674.69,No Delinquencies,True,0
1074,new property coordinator,0.0,TN,OWN,30000.0,Verified,23.44,0,1995,0,26,15,142400,21080,0,0,13,8,0,0,credit_card,individual,14000,36,12.62,469.16,C,C1,Jan-2018,Current,whole,Cash,12356.15,No Delinquencies,True,0
1075,validation engineering advisor,5.0,CA,RENT,90000.0,Not Verified,23.43,0,1990,3,22,8,127100,44816,0,298,7,5,0,0,medical,individual,16000,36,6.08,487.34,A,A2,Feb-2018,Current,whole,Cash,14362.51,No Delinquencies,True,0
1078,cna,2.0,CT,RENT,65000.0,Source Verified,19.58,0,2006,3,34,14,92847,48378,0,0,11,6,0,0,debt_consolidation,joint,21000,60,14.07,489.4,C,C3,Feb-2018,Current,whole,Cash,20261.89,No Delinquencies,True,0
1079,truck driver,9.0,MA,MORTGAGE,120000.0,Verified,20.66,0,1983,1,19,15,675054,70830,0,0,10,10,0,0,house,individual,10000,36,7.97,313.23,A,A5,Feb-2018,Current,whole,Cash,9254.63,No Delinquencies,True,0
1080,metal fabricator ,10.0,NY,OWN,50000.0,Verified,29.67,0,1996,1,19,9,202502,37835,0,0,5,5,0,0,credit_card,individual,6000,36,11.98,199.23,B,B5,Mar-2018,Late (16-30 days),fractional,DirectPay,5719.95,No Delinquencies,True,0
1081,respiratory therapist,10.0,CA,MORTGAGE,110000.0,Source Verified,29.29,0,1997,1,27,16,471437,81141,0,0,11,7,0,0,debt_consolidation,individual,14425,36,10.9,471.58,B,B4,Mar-2018,Current,whole,Cash,13394.03,No Delinquencies,True,0
1082,network security engineer,5.0,CA,RENT,103000.0,Not Verified,12.87,0,2012,1,15,8,82600,29984,0,0,6,3,0,0,other,individual,10000,36,6.72,307.5,A,A3,Feb-2018,Current,whole,Cash,8985.52,No Delinquencies,True,0
1083,driver,2.0,ID,MORTGAGE,180000.0,Source Verified,4.43,0,2008,5,10,4,49562,32771,0,0,2,2,0,0,debt_consolidation,joint,35000,60,14.07,815.66,C,C3,Mar-2018,Current,whole,Cash,34184.68,No Delinquencies,True,0
1084,owner,2.0,UT,RENT,85000.0,Source Verified,19.02,1,2008,1,20,9,77555,46714,0,0,7,7,0,0,debt_consolidation,individual,22000,60,25.82,656.35,E,E4,Jan-2018,Current,whole,Cash,21451.05,Has Delinquencies,True,0
1086,counselor,3.0,CA,OWN,35000.0,Source Verified,14.81,0,1999,5,8,4,28395,20919,0,219,3,3,0,0,debt_consolidation,individual,8000,36,10.91,261.57,B,B4,Feb-2018,Current,whole,Cash,7234.29,No Delinquencies,True,0
1087,supervisor call center,0.0,CA,RENT,28000.0,Source Verified,4.71,0,1991,2,4,3,10400,3328,0,6294,3,3,0,0,debt_consolidation,joint,21000,60,26.77,638.36,E,E5,Mar-2018,Current,whole,Cash,20656.44,No Delinquencies,True,0
1088,colonel ,10.0,TX,MORTGAGE,156000.0,Source Verified,18.05,0,1999,4,31,10,891849,78106,0,0,5,3,0,0,home_improvement,individual,36000,36,5.32,1084.14,A,A1,Jan-2018,Current,whole,Cash,30322.17,No Delinquencies,True,0
1090,security guard ,2.0,LA,RENT,50000.0,Not Verified,20.81,2,2002,3,16,8,25001,21837,0,0,4,4,0,0,debt_consolidation,individual,7475,36,18.06,270.47,D,D2,Feb-2018,Current,whole,Cash,6828.71,Has Delinquencies,True,0
1091,commercial loan underwriter ,10.0,CA,OWN,150000.0,Not Verified,10.68,0,2002,3,16,10,579000,31013,0,0,8,7,0,0,credit_card,individual,2800,36,9.44,89.62,B,B1,Jan-2018,Current,whole,Cash,2456.67,No Delinquencies,True,0
1092,package driver ,10.0,CO,RENT,130000.0,Source Verified,31.19,1,1996,0,35,14,166535,80661,0,0,8,7,0,1,home_improvement,individual,18000,36,10.41,584.29,B,B3,Mar-2018,Current,whole,Cash,16704.41,Has Delinquencies,True,0
1094,it technician,10.0,NV,RENT,76000.0,Not Verified,20.51,0,2006,0,33,12,79900,36991,0,0,10,7,0,0,debt_consolidation,joint,12000,60,9.44,251.68,B,B1,Jan-2018,Current,whole,Cash,11363.42,No Delinquencies,True,0
1095,sr project manager,2.0,TX,RENT,90000.0,Verified,24.99,1,2001,0,26,12,83886,62749,0,0,9,9,0,0,debt_consolidation,individual,10000,60,21.45,273.08,D,D5,Jan-2018,Current,whole,Cash,9511.18,Has Delinquencies,True,0
1096,book keeper,10.0,NY,RENT,95000.0,Not Verified,19.63,0,1995,1,20,7,101680,84155,0,0,5,4,0,0,debt_consolidation,individual,40000,36,9.43,1280.01,B,B1,Mar-2018,Current,whole,Cash,38061.06,No Delinquencies,True,0
1097,claims supervisor,9.0,KS,RENT,59000.0,Source Verified,10.2,0,2004,0,11,6,21221,3103,0,876,2,1,0,0,other,individual,5000,36,9.93,161.18,B,B2,Feb-2018,Current,whole,Cash,4514.8,No Delinquencies,True,0
1098,letter carrier,10.0,NY,MORTGAGE,62000.0,Source Verified,14.52,1,1998,3,28,5,41896,20133,0,0,3,0,0,0,other,individual,17000,60,13.59,391.96,C,C2,Feb-2018,Fully Paid,whole,Cash,0.0,Has Delinquencies,False,0
1099,server,1.0,NY,RENT,70000.0,Source Verified,2.26,0,2014,0,8,5,22700,5229,0,0,5,3,0,0,credit_card,individual,10000,36,6.72,307.5,A,A3,Jan-2018,Current,whole,Cash,8728.34,No Delinquencies,True,0
1100,sales professional,10.0,NY,OWN,50000.0,Verified,4.5,1,2001,0,8,6,40676,25609,0,96,4,3,0,0,debt_consolidation,individual,16000,60,26.3,481.9,E,E5,Jan-2018,Current,whole,Cash,15457.56,Has Delinquencies,True,0
1102,machine operator,10.0,NJ,RENT,50000.0,Not Verified,21.87,0,1997,1,25,13,37900,18726,0,218,11,7,0,0,debt_consolidation,individual,20000,36,15.04,693.7,C,C4,Feb-2018,Current,whole,Cash,18654.17,No Delinquencies,True,0
1103,financial advisor,0.0,VA,RENT,64000.0,Source Verified,13.22,0,2008,1,25,13,92600,41045,0,0,11,4,0,0,other,individual,20800,36,10.41,675.17,B,B3,Mar-2018,Current,whole,Cash,19302.9,No Delinquencies,True,0
1104,technician,10.0,MA,RENT,90000.0,Not Verified,7.96,0,1996,0,15,7,66400,22984,0,540,4,4,0,0,debt_consolidation,individual,24000,36,6.71,737.88,A,A3,Mar-2018,Current,whole,Cash,22178.81,No Delinquencies,True,0
1105,manager,6.0,IN,RENT,32800.0,Not Verified,29.09,0,2002,1,23,12,61741,26355,0,0,9,7,0,1,debt_consolidation,individual,3800,36,7.35,117.95,A,A4,Feb-2018,Fully Paid,whole,Cash,0.0,No Delinquencies,True,0
1106,cto,8.0,MD,MORTGAGE,200000.0,Not Verified,16.26,0,1998,2,27,15,756509,160421,0,0,9,4,0,0,major_purchase,individual,9500,36,6.07,289.31,A,A2,Mar-2018,Current,whole,Cash,8772.57,No Delinquencies,True,0
1107,president ,10.0,IL,RENT,75000.0,Source Verified,12.58,0,2007,1,15,9,58463,23720,0,0,8,7,0,0,debt_consolidation,individual,30000,60,13.59,691.69,C,C2,Feb-2018,Current,whole,Cash,28568.14,No Delinquencies,True,0
1108,manager,4.0,CA,RENT,65000.0,Not Verified,12.98,0,2008,0,7,6,70407,22803,0,0,4,1,0,0,credit_card,individual,5075,36,5.32,152.84,A,A1,Jan-2018,Current,whole,Cash,4417.49,No Delinquencies,True,0
1109,assistant director ,10.0,NC,MORTGAGE,118000.0,Source Verified,11.49,0,1987,2,13,9,379606,65055,0,0,6,4,0,0,debt_consolidation,individual,20000,60,13.58,461.03,C,C2,Feb-2018,Current,whole,Cash,19287.91,No Delinquencies,True,0
1110,logistics nco,9.0,OH,MORTGAGE,65800.0,Verified,28.07,0,2006,1,22,7,282942,43061,0,227,3,2,0,0,debt_consolidation,joint,30000,60,24.84,877.73,E,E3,Mar-2018,Current,whole,Cash,29213.76,No Delinquencies,True,0
1111,owner,8.0,OK,RENT,30000.0,Not Verified,16.16,0,1995,2,25,13,63207,42958,0,0,11,8,1,0,debt_consolidation,individual,15000,60,21.45,409.61,D,D5,Jan-2018,Current,whole,Cash,14418.7,No Delinquencies,True,1
1113,vocational counselor,2.0,IL,RENT,56000.0,Not Verified,24.65,0,1999,0,28,10,100457,93333,0,0,6,6,0,0,debt_consolidation,individual,10000,60,21.45,273.08,D,D5,Jan-2018,Current,whole,Cash,9612.44,No Delinquencies,True,0
1114,system engineer,0.0,CA,RENT,130000.0,Source Verified,0.09,0,2004,0,4,2,3100,10,0,0,2,1,0,0,other,individual,10000,36,7.35,310.38,A,A4,Jan-2018,Fully Paid,whole,Cash,0.0,No Delinquencies,True,0
1117,medical deliver driver,5.0,WI,MORTGAGE,40000.0,Verified,2.97,0,1999,2,10,3,156490,3908,0,148,2,2,0,0,other,individual,6000,36,10.42,194.79,B,B3,Jan-2018,Fully Paid,whole,Cash,0.0,No Delinquencies,True,0
1118,load builder,10.0,MO,MORTGAGE,27511.0,Verified,0.0,0,2009,0,12,5,88500,0,0,0,4,0,0,0,debt_consolidation,joint,15000,36,6.71,461.18,A,A3,Mar-2018,Current,whole,Cash,13861.74,No Delinquencies,False,0
1119,it consultant,4.0,MA,MORTGAGE,70000.0,Not Verified,17.28,0,1988,0,34,17,240724,40285,0,0,13,8,0,0,debt_consolidation,individual,10000,36,7.35,310.38,A,A4,Jan-2018,Current,whole,Cash,8739.0,No Delinquencies,True,0
1120,pilot,10.0,TX,MORTGAGE,190000.0,Source Verified,13.81,0,2005,0,25,10,390853,116281,0,0,3,3,0,0,home_improvement,individual,30000,60,28.72,947.15,F,F1,Mar-2018,Current,whole,Cash,29297.84,No Delinquencies,True,0
1121,managment systems support,3.0,GA,MORTGAGE,68200.0,Verified,22.59,0,2009,1,23,13,210524,55833,0,687,10,6,0,0,debt_consolidation,individual,12000,60,17.09,298.82,D,D1,Jan-2018,Current,whole,Cash,11341.92,No Delinquencies,True,0
1122,asset protection specialist,3.0,CO,RENT,35860.0,Verified,17.67,0,2010,1,9,5,32350,15627,0,0,3,1,0,0,debt_consolidation,individual,13000,60,15.05,309.62,C,C4,Feb-2018,Current,whole,Cash,12402.56,No Delinquencies,True,0
1123,housekeeping supervisor,3.0,NE,RENT,28600.0,Not Verified,24.13,0,2001,1,20,5,38668,17781,0,0,4,3,0,0,debt_consolidation,individual,10000,60,14.08,233.1,C,C3,Jan-2018,Current,whole,Cash,9407.42,No Delinquencies,True,0
1124,food server,9.0,NV,RENT,38000.0,Verified,29.31,0,2002,1,12,8,36466,26161,0,1272,6,3,0,1,debt_consolidation,individual,6000,36,16.02,211.01,C,C5,Jan-2018,Current,whole,Cash,5327.74,No Delinquencies,True,0
1125,owner,2.0,CA,MORTGAGE,90000.0,Verified,30.31,2,1987,0,16,9,478064,87422,0,0,5,4,0,0,other,individual,18000,60,16.02,437.92,C,C5,Jan-2018,Current,whole,Cash,16986.44,Has Delinquencies,True,0
1126,attorney - member,8.0,VT,MORTGAGE,350000.0,Source Verified,11.98,0,1993,2,23,11,680784,162278,0,0,6,5,0,0,credit_card,individual,15000,36,12.61,502.6,C,C1,Mar-2018,Current,whole,Cash,13954.16,No Delinquencies,True,0
1127,ramp agent ,0.0,MD,RENT,20000.0,Source Verified,32.65,0,2009,1,8,3,35467,20283,0,0,2,2,0,0,credit_card,individual,5000,36,5.32,150.58,A,A1,Feb-2018,Current,whole,DirectPay,4482.92,No Delinquencies,True,0
1129,fiscal assistant ,2.0,WA,RENT,51000.0,Verified,22.66,0,2000,2,23,21,104401,109072,0,0,6,4,0,0,debt_consolidation,individual,20000,36,17.47,717.75,D,D1,Mar-2018,Fully Paid,whole,Cash,0.0,No Delinquencies,True,0
1132,teacher,10.0,FL,OWN,71000.0,Not Verified,10.29,0,1988,2,21,10,39100,52703,0,0,6,4,0,0,debt_consolidation,individual,14000,36,15.04,485.59,C,C4,Feb-2018,Current,whole,Cash,12735.99,No Delinquencies,True,0
